	query	docno	relevance
2177	在香港如何购买iphone6	3586	2
2178	港版iphone6	1116	3
2179	北京度假旅行  旅行团	18443	2
2180	留美 手提行李 液体	9688	3
2181	破冰游戏 员工培训	5515	4
2182	北京5月 周边旅游推荐	6751	3
2183	死飞自行车购买注意事项	2511	0
2184	谷歌眼镜 售价	1531	3
2185	辽宁号 基本信息	3318	2
2186	清华大学游泳馆 具体地址	25201	3
2187	北京周边游	2342	0
2188	购买死飞自行车渠道 清华大学	3870	2
2189	国际航班中有关行李的规定	23695	3
2190	北京度假旅行	2176	2
2191	北京周边 度假旅行 一周	15129	3
2192	清华大学游泳馆 学生	3498	3
2193	怀柔旅游	22424	3
2194	辽宁号航母 优势	15007	2
2195	托运行李限制	2074	3
2196	辽宁号 尺寸	16480	3
2197	清华大学游泳馆 价钱	11753	0
2198	死飞自行车	82	3
2199	清华大学游泳馆时间	3453	2
2200	港版iphone6 关税	5884	0
2201	国际航班 手提行李 液体	12818	3
2202	辽宁号 战略作用	8347	0
2203	破冰游戏	1	4
2204	辽宁号和别国航母相比 优势和劣势	22165	2
2205	行李 液体	6047	3
2206	谷歌眼镜	1485	3
2207	清华大学游泳馆 场次	16835	1
2208	死飞自行车 清华附近 购买渠道	22651	0
2209	辽宁号航母 基本信息	5896	2
2210	iphone6香港关税	15666	3
2211	北京周边的度假胜地	9024	2
2212	辽宁号与其他航母比较	11698	2
2213	谷歌眼镜功能	10979	3
2214	辽宁号航母 对比	6003	3
2215	清华大学游泳馆	1656	1
2216	故宫周边旅店	13891	4
2217	辽宁号航母 历史	5921	4
2218	手提行李限制 国际航班	2638	3
2219	港版iphone6 大陆运营商	22026	4
2220	国际航班中乘客可以携带多少液体	23821	3
2221	十人 破冰游戏	15620	4
2222	清华大学游泳馆 地址	15239	3
2223	死飞自行车	76	3
2224	辽宁号 优劣势	12779	3
2225	死飞 清华大学 购买	11950	3
2226	破冰游戏 企业培训	17178	3
2227	留美 什么必须托运	9702	3
2228	5月 北京周边旅游 	20809	3
2229	清华大学游泳馆 具体地址	25195	3
2230	死飞自行车  清华西门	18010	0
2231	北京周边旅游 多日游	18772	3
2232	破冰游戏 10人	8212	4
2233	香港购买iphone6带回要交关税？	13272	3
2234	戒烟副作用	2602	3
2235	辽宁号 优劣	3356	3
2236	清华大学游泳馆地址	10224	3
2237	航母的战略意义	22193	4
2238	清华大学 自行车	10813	1
2239	死飞自行车 注意事项	5620	0
2240	死飞 清华	3118	3
2241	清华大学游泳馆开放时间段	25298	4
2242	国际航班托运行李 	14581	4
2243	北京周边游 攻略	26203	3
2244	国际航班手提行李不能带 	14634	3
2245	购买死飞  注意事项	16041	2
2246	国际航班托运行李体积重量限制	4231	4
2247	死飞 海淀	3152	3
2248	北京周边旅游 一周	18743	3
2249	托运行李限制 国际	17005	3
2250	北京旅行5月	2764	3
2251	清华西门卖死飞	21256	2
2252	国际航班中哪些行李必须手提	23760	2
2253	谷歌眼镜 价格	11015	3
2254	北京周边旅游地点 7日游	19474	3
2255	北京周边 度假旅行 7日	15171	2
2256	死飞公园 清华	17267	3
2257	清华大学游泳馆 场次	16834	2
2258	 买死飞注意事项	25722	4
2259	清华 游泳卡	7795	2
2260	谷歌眼镜售价	9156	3
2261	辽宁号	438	1
2262	辽宁号航母基本信息	24398	3
2263	死飞自行车 购买注意事项	23890	2
2264	清华大学游泳馆 学生票价格	18612	2
2265	国际航班 行李限制	12796	4
2266	清华大学游泳馆 学生票价格	18611	2
2267	死飞 清华大学 购买	11951	3
2268	死飞自行车  购买注意事项	17949	3
2269	吸烟 危害	17674	4
2270	清华大学 购买死飞自行车	19694	2
2271	谷歌眼镜 维基百科	22922	4
2272	十渡攻略	26048	3
2273	破冰游戏 大约十人参与 新员工培训	3552	3
2274	港版iphone6 内地运营商	10723	3
2275	在香港购买iphone6价格	10115	3
2276	购买死飞自行车	9303	4
2277	戒烟 坏处	5662	3
2278	辽宁号历史	13136	0
2279	死飞自行车 北京	24094	3
2280	谷歌眼镜的功能	4767	2
2281	航母的战略意义	22198	2
2282	谷歌眼镜功能	10981	1
2283	谷歌眼镜 售价	1532	3
2284	清华附近买自行车	2520	0
2285	北京旅游花费	9049	3
2286	辽宁号与其他国家航母对比	26343	3
2287	清华大学游泳馆	1638	4
2288	港版iphone6 国行 价格	16734	3
2289	google眼镜 使用方式	22984	3
2290	清华 附近  死飞	10042	0
2291	辽宁号航母 对比	6002	3
2292	清华大学游泳馆 开放时间	5269	2
2293	辽宁号  	17509	2
2294	清华大学游泳馆校内具体地点	3748	2
2295	死飞 清华附近	8087	3
2296	清华大学游泳馆开放时间	7471	4
2297	辽宁号航母 基本信息	5905	4
2298	破冰游戏 员工培训	5521	4
2299	5月北京周边旅游	11438	2
2300	清华大学游泳馆 游泳卡价格	19950	2
2301	辽宁号战略作用	13049	3
2302	托运行李 国际航班 电脑	17114	4
2303	清华大学游泳馆开放时间段	25303	4
2304	死飞自行车  购买注意事项	17940	2
2305	北京一周旅行攻略	15735	2
2306	到美国的国际航班行李	21538	3
2307	北京度假旅行	2171	0
2308	北京5月 周边旅游 报价	6777	3
2309	在香港购买iphone6价格	10116	3
2310	辽宁号 基本信息	3319	1
2311	戒烟好处	1895	4
2312	清华大学游泳馆开放时间	7472	3
2313	死飞 清华大学哪里有卖	11998	3
2314	死飞自行车 清华附近 购买	22624	2
2315	谷歌眼镜的价格	4832	1
2316	破冰游戏 员工 十人	7427	4
2317	清华大学 陈明游泳馆	8161	3
2318	国际航班 手提 不能托运	7325	3
2319	国际航班手提行李能携带多少液体	4256	3
2320	死飞自行车 北京	24093	2
2321	如何购买港版iphone6	9340	4
2322	5月北京周边旅游	11409	3
2323	北京周边度假旅行 一周	12437	2
2324	港版iphone6和内地差价	24015	3
2325	戒烟 副作用	8317	4
2326	托运行李限制	2078	3
2327	清华大学游泳馆所在地	3714	3
2328	辽宁号与其他国家航母对比	26350	2
2329	清华大学游泳馆	1633	2
2330	iphone6 国行价格	12091	3
2331	清华 附近  死飞	10033	3
2332	哪些物品 手提行李	16214	3
2333	员工 破冰游戏	15599	1
2334	死飞自行车  价格区间	22832	3
2335	托运行李限制	2076	3
2336	谷歌眼镜功能	10980	0
2337	国内iphone6价格	13233	4
2338	破冰游戏 员工 十人	7433	3
2339	在香港购买iphone6需要缴纳关税吗	3630	3
2340	谷歌眼镜	1498	0
2341	清华 死飞 推荐	6544	2
2342	死飞自行车  价格区间	22826	3
2343	清华大学游泳馆 地图	15266	3
2344	十人 破冰游戏	15625	3
2345	在香港买iphone6	21985	3
2346	清华 死飞自行车	16272	2
2347	辽宁号 优劣势	12782	3
2348	内地iphone6价格	21439	3
2349	北京周边游	2340	4
2350	美国 不能带上飞机的行李	25508	3
2351	死飞 购买注意事项	3234	3
2352	北京5月 周边旅游推荐	6747	4
2353	清华大学游泳馆 位置	22291	2
2354	死飞自行车	78	1
2355	谷歌眼镜 使用方式	8577	3
2356	破冰游戏十人	2369	4
2357	死飞自行车的价格区间 清华大学 	3969	4
2358	北京五月一周度假旅行	2203	2
2359	iphone6 香港 国内网络支持	23195	4
2360	谷歌眼镜的价格	4824	1
2361	清华大学游泳馆	1630	3
2362	国行iphone6  价格	8407	4
2363	清华大学 陈明游泳馆 价格	8188	2
2364	北京出发五月一周度假旅行	10320	3
2365	破冰游戏	3	4
2366	辽宁号  历史	17486	2
2367	中国运营商支持港版iphone6	2446	3
2368	死飞自行车 北京  清华大学 购买渠道	22720	3
2369	谷歌眼镜	1483	3
2370	破冰游戏 新员工培训	14188	4
2371	清华大学游泳馆 开放时间	5275	2
2372	北京度假旅行  怀柔度假村	18489	2
2373	美国 手提行李限制	8446	3
2374	死飞自行车使用方法	14129	3
2375	航母的战略作用	4704	4
2376	清华大学陈明游泳馆	1923	3
2377	北京度假旅行  一周旅行团	18401	0
2378	破冰游戏 	25031	4
2379	天龙潭村	24908	4
2380	手提行李 液体	8740	3
2381	北京周边旅游推荐	6722	0
2382	瓦良格号	15550	4
2383	在香港如何购买iphone6	3593	2
2384	哪些物品必须托运	16238	3
2385	戒烟副作用	2604	4
2386	手提行李限制	100	4
2387	死飞公园 清华 价格	17304	0
2388	北京度假旅行  旅行团	18452	3
2389	北京一周旅行攻略	15739	3
2390	清华大学游泳馆位置	9357	2
2391	 新人培训 破冰游戏 10人	20521	3
2392	北京度假旅行	2167	3
2393	谷歌眼镜功能	10977	2
2394	破冰游戏 新员工培训 十人	16146	0
2395	北京周边5日游	23284	2
2396	破冰游戏十人	2360	4
2397	iphone6国内售价	19851	4
2398	哪些物品只能托运	8823	4
2399	清华大学附近购买死飞自行车的渠道	9176	2
2400	戒烟	209	2
2401	北京度假旅行  旅行团	18444	3
2402	死飞 购买注意	11985	4
2403	辽宁号基本信息	1209	2
2404	清华大学游泳馆地址	10226	4
2405	必须手提的行李	24298	3
2406	手提行李限制 国际	16977	3
2407	港版iphone6 关税	5879	3
2408	大兴野生动物园	26276	4
2409	死飞自行车 注意事项	5618	2
2410	戒烟 好处	8286	3
2411	北京出发五月一周度假旅行	10319	0
2412	清华大学游泳馆 场次	16831	2
2413	托运行李限制 国际	17009	3
2414	港版iphone6支持内地运营商网络吗	21489	2
2415	谷歌眼镜 功能	4919	2
2416	国际航班 行李要求	7085	4
2417	死飞	22118	1
2418	清华大学游泳馆	1645	0
2419	清华大学游泳馆开放时间段	25302	4
2420	北京周边游 攻略	26201	3
2421	托运行李限制 国际	17007	4
2422	戒烟措施	15489	2
2423	谷歌眼镜	1502	3
2424	谷歌眼镜 价格	11013	4
2425	死飞公园 清华	17269	3
2426	清华大学 游泳馆	8132	1
2427	北京及周边休闲7日游 价格	12710	2
2428	戒烟的副作用	4385	4
2429	破冰游戏 新员工培训 10人	12731	3
2430	戒烟	196	3
2431	死飞公园 清华附近	8115	1
2432	在香港买iphone6	21983	4
2433	航空母舰的战略意义	26297	4
2434	清华大学死飞自行车	629	3
2435	5月北京附近旅游地	23992	3
2436	十渡住宿	24476	2
2437	死飞自行车的价格区间 清华大学 	3976	3
2438	辽宁号基本信（排水量，舰长）	13043	3
2439	死飞 价格	3179	3
2440	手提行李液体 国际航班	2661	3
2441	辽宁号与其他国家航母对比	26344	3
2442	破冰游戏 大约十人参与 新员工培训	3550	3
2443	港版国行iphone6 价格对比	6239	2
2444	在香港购买iphone6价格	10113	3
2445	清华西门 死飞公园	25678	4
2446	戒烟好处	1898	3
2447	北京周边7日游 花费	12654	3
2448	国内 iphone6  价格  	18204	4
2449	死飞自行车 北京	24092	2
2450	手提行李限制 国际	16984	3
2451	港版iphone6能使用国内运营商网络吗	3655	3
2452	北京周边度假旅行	518	1
2453	戒烟 坏处	5658	4
2454	手提行李中不能携带的物品	8789	2
2455	国际航班 液体托运	7194	3
2456	死飞 购买注意	11983	4
2457	网上买死飞 注意事项	6676	2
2458	iphone6价格	10085	3
2459	破冰游戏	8	3
2460	北京旅游 7天	19517	3
2461	iphone6	347	4
2462	谷歌眼镜功能 使用方式	24222	4
2463	清华大学游泳馆	1636	3
2464	航母的战略作用	4718	4
2465	死飞自行车价格	9965	2
2466	谷歌眼镜价格	2586	4
2467	死飞自行车 购买 注意	15480	2
2468	死飞自行车 价格区间	23899	3
2469	辽宁号	442	3
2470	航母的战略作用	4724	3
2471	香港 超过多少钱需要交关税	25431	2
2472	国际航班中哪些行李必须托运	23725	2
2473	航空母舰 战略作用	11680	4
2474	死飞自行车 	23853	3
2475	死飞自行车购买	19761	4
2476	清华大学 死飞	7953	3
2477	北京度假旅行 周边游	17231	2
2478	清华大学附近死飞自行车购买	19668	3
2479	港版iphone6	1119	3
2480	港版iphone6 价格	16710	3
2481	10人 破冰游戏	11562	4
2482	死飞 价格	3180	3
2483	北京度假旅行	2169	2
2484	死飞公园  注意事项	16006	3
2485	怀柔度假村 3日游 花费	6960	2
2486	手提行李限制	104	3
2487	辽宁号 与其他国家航母比较	9562	4
2488	港版iphone6价格	10687	4
2489	北京周边旅游推荐	6726	3
2490	国际航班托运行李体积重量限制	4229	3
2491	辽宁号与美国航母对比	26321	4
2492	戒烟 坏处	5660	3
2493	北京周边旅游	11475	3
2494	港版iphone6 如何购买	5863	4
2495	辽宁号航母的优势和劣势	24425	2
2496	托运行李限制	2079	2
2497	破冰游戏 大约十人参与 新员工培训	3547	4
2498	北京周边度假旅行 一周	12435	3
2499	留美 行李限制	9629	3
2500	红螺寺 攻略	26177	2
2501	国际航班 手提行李 液体	12821	3
2502	戒烟的益处	13530	4
2503	破冰游戏	4	3
2504	清华大学游泳馆  开放时间	18026	4
2505	谷歌眼镜 使用方式	8562	2
2506	清华大学西门 哪里卖死飞	25656	2
2507	关于合作的10人左右破冰游戏	24067	3
2508	谷歌眼镜	1488	3
2509	谷歌眼镜 功能	4923	4
2510	菜户营桥西公交站	8031	4
2511	北京周边地方度假旅游	4594	0
2512	谷歌眼镜功能	10982	4
2513	清华大学陈明游泳馆	1926	3
2514	大约十人的破冰游戏	21829	4
2515	死飞自行车  清华大学	17727	2
2516	十渡攻略	26046	4
2517	辽宁号战略意义	19999	4
2518	清华大学 游泳馆	8136	1
2519	港版iphone6 大陆iphone6	8365	4
2520	港版iphone6	1112	2
2521	死飞自行车 报价	16377	4
2522	戒烟	200	2
2523	破冰游戏 员工培训	5519	3
2524	北京 京西草原	5425	3
2525	iphone6港版售价	22359	3
2526	故宫周边交通	13925	2
2527	死飞公园  注意事项	16015	0
2528	港版iphone6 关税	5877	2
2529	北京周边游	2338	4
2530	美国 不能带上飞机的行李	25510	4
2531	死飞 购买注意事项	3236	2
2532	死飞 五道口	7988	2
2533	港版iphone6 国行 价格	16729	2
2534	港版iphone6支持国内网络运营商	13293	4
2535	清华 游泳卡	7778	0
2536	国际航班哪些物品不能托运	4340	4
2537	辽宁号的优势与劣势	20029	2
2538	北京周边游	2332	3
2539	iphone6大陆售价	22333	3
2540	北京5月 周边旅游 攻略	6820	2
2541	辽宁号 战略意义	7407	3
2542	国际航班手提行李不能带 	14645	2
2543	购买死飞自行车 清华大学	3847	3
2544	戒烟 坏处	5656	3
2545	清华大学附近 死飞 购买	21008	2
2546	辽宁号航母 实力	6021	2
2547	北京周边 旅行 五一	5407	0
2548	青龙峡 红螺寺	26257	3
2549	辽宁号 战略价值	10643	0
2550	谷歌眼镜使用方法	20315	4
2551	谷歌眼镜 功能	4914	2
2552	员工破冰游戏	10262	4
2553	死飞自行车价格	9969	0
2554	辽宁号	436	2
2555	辽宁号 与其他航母的优劣比较	23647	2
2556	在香港购买iphone6需要缴纳关税吗	3621	3
2557	清华大学游泳馆 游泳卡价格	19948	0
2558	港版iphone6 国行 价格	16728	2
2559	港版iphone6 购买	16197	4
2560	港版iphone6缴纳关税	24248	3
2561	清华大学游泳馆 地址	15235	3
2562	北京周围 度假旅行 7日	15204	3
2563	5月北京附近旅游地	23989	0
2564	清华大学到十渡	26141	4
2565	清华大学 自行车市场	10886	3
2566	死飞  注意事项	22858	2
2567	手提行李限制	102	3
2568	密云水库住宿	24550	2
2569	北京一周旅行攻略	15737	3
2570	破冰游戏 大约十人参与	3525	4
2571	国际航班对行李中液体限制	19816	3
2572	5月北京周边旅游目的地	20760	3
2573	死飞 注意事项	21119	3
2574	死飞自行车  清华西门	18007	2
2575	北京及周边休闲7日游线路	12681	4
2576	google眼镜 价格	23002	3
2577	清华大学游泳馆开放时间段	25295	2
2578	清华大学	23937	4
2579	清华大学游泳馆 所在地	12402	3
2580	死飞公园 清华大学	15977	4
2581	辽宁号的优劣	9413	2
2582	航母的战略意义	22197	2
2583	手提行李 液体	8734	3
2584	谷歌眼镜 售价	1535	3
2585	清华西湖游泳馆	15859	1
2586	新手十人破冰游戏	13711	4
2587	美国 不能托运的	25537	2
2588	陈明游泳馆 办卡	15839	0
2589	清华附近 死飞 购买	21064	3
2590	托运行李 	17632	4
2591	留美 行李限制	9631	3
2592	清华大学游泳馆	1643	1
2593	辽宁号 比较	9544	3
2594	清华大学游泳馆 时间	16778	4
2595	国际航班 手提行李限制	11810	3
2596	谷歌眼镜	1500	3
2597	死飞 清华附近	8088	0
2598	在香港如何购买iphone6	3591	4
2599	北京周边旅游	11470	3
2600	辽宁号 优势劣势	19400	3
2601	戒烟	198	4
2602	辽宁号 战略意义	7404	4
2603	美国 托运行李规定	25478	3
2604	买死飞要注意什么	22140	2
2605	携港版iphone6回内地需要交关税吗	24043	2
2606	在香港购买iphone6需要缴纳关税吗	3640	3
2607	留美 什么必须托运	9709	2
2608	港版iphone6 价格	16707	4
2609	死飞自行车  购买注意事项	17945	2
2610	死飞 价格	3177	4
2611	北京度假旅行	2174	2
2612	辽宁号  战略目标	17458	3
2613	吸烟 危害	17668	3
2614	国内iphone6售价	9316	4
2615	国际航班托运行李 	14576	3
2616	陈明游泳馆 时间	16804	2
2617	北京周围 度假旅行 7日	15205	2
2618	死飞自行车 注意事项	5627	3
2619	死飞自行车  清华西门	18016	2
2620	谷歌眼镜 售价	1528	1
2621	死飞自行车  价格区间	22828	3
2622	国际航班 手提行李限制	11812	4
2623	死飞 购买注意	11981	0
2624	清华大学游泳馆 西湖游泳馆	16862	3
2625	谷歌眼镜 使用方法	4966	4
2626	北京出发五月一周度假旅行	10323	2
2627	清华大学游泳馆	1634	2
2628	辽宁号  基本信息	17435	2
2629	死飞自行车价格	9967	1
2630	天龙潭村旅游报价	24942	3
2631	国际航班哪些物品不能手提	4363	4
2632	谷歌眼镜价格	2584	2
2633	清华大学游泳馆 开放时间	5265	3
2634	iphone6 大陆 港版	3275	4
2635	iphone6 港版价格	12073	4
2636	员工 破冰游戏	15594	4
2637	航空母舰的战略意义	26303	3
2638	辽宁号	440	4
2639	北戴河旅游 7天	19577	3
2640	死飞自行车  清华大学	17724	3
2641	破冰游戏 员工培训	5513	1
2642	清华附近自行车店	10006	1
2643	北京周边旅游地点 7日游	19471	3
2644	香港购买iphone6	1123	4
2645	港版iphone6	1117	3
2646	留美 手提行李 液体	9689	2
2647	破冰游戏 员工培训	5512	4
2648	吸烟 危害	17670	3
2649	死飞自行车购买注意事项	2510	2
2650	清华大学游泳馆所在地	3717	2
2651	哪些物品必须托运	16244	2
2652	 清华大学  购买死飞	17828	2
2653	买死飞 注意事项	6632	2
2654	辽宁号优势	2466	2
2655	国际航班中有关行李的规定	23694	4
2656	 新人培训 破冰游戏 10人	20515	4
2657	清华大学游泳馆具体位置	24861	0
2658	死飞自行车	75	3
2659	谷歌眼镜 如何使用	25378	4
2660	谷歌眼镜 使用	11032	2
2661	破冰游戏 10人	8220	4
2662	谷歌眼镜的功能	4772	4
2663	破冰游戏 新员工培训 10人	12728	4
2664	辽宁号 尺寸	16481	2
2665	清华大学游泳馆 价钱	11754	4
2666	国际航班中有关行李的规定	23696	4
2667	死飞自行车	81	0
2668	清华大学游泳馆时间	3452	3
2669	港版iphone6 关税	5885	2
2670	那些行李必须手提	24688	2
2671	香港购买iphone6	1124	3
2672	谷歌眼镜 使用方式	8564	4
2673	国际航班哪些物品不能手提	4364	2
2674	谷歌眼镜	1486	2
2675	北京周边旅游景点	12542	3
2676	北京度假旅行  怀柔度假村	18490	4
2677	iphone6 香港售价 关税	23185	2
2678	破冰游戏 员工培训	5514	1
2679	北京周边地方度假旅游	4592	3
2680	辽宁号 战略价值	10639	4
2681	辽宁号	435	2
2682	在香港买iphone6	21984	4
2683	5月北京周边旅游	11425	2
2684	大约十人的破冰游戏	21831	4
2685	手提行李限制 国际航班	2651	3
2686	港版 iphone6关税 	20392	3
2687	港版iphone6能否支持国内的通信	19928	3
2688	在香港购买iphone6需要缴纳关税吗	3626	2
2689	清华大学 死飞自行车市场	10919	4
2690	戒烟方法	9753	3
2691	港版iphone6	1110	0
2692	辽宁号优势	2465	3
2693	戒烟	202	3
2694	十人 破冰游戏	15621	4
2695	清华大学西门 哪里卖死飞	25657	3
2696	美国 托运行李规定	25482	4
2697	在香港如何购买iphone6	3588	3
2698	手提行李中不能携带的物品	8785	3
2699	手提行李限制	99	3
2700	北京周边游	2336	3
2701	死飞自行车的价格区间 清华大学 	3970	2
2702	买死飞 注意事项	6627	4
2703	国际航班中手提行李中可以有多少液体	8705	2
2704	死飞自行车清华附近	24977	3
2705	清华大学附近 死飞自行车	9940	3
2706	清华附近卖死飞	21228	0
2707	破冰游戏十人	2365	4
2708	破冰游戏 10人	8211	3
2709	辽宁号优劣	24798	3
2710	戒烟副作用	2603	2
2711	香港购买iphone6 关税多少	14476	3
2712	辽宁号 战略意义	7405	3
2713	清华大学游泳馆 tsinghua	23130	4
2714	港版iphone6 关税	5882	2
2715	吸烟 危害	17667	3
2716	香港购买iphone6	1125	4
2717	破冰游戏 企业培训	17172	3
2718	北京出发五月一周度假旅行	10316	2
2719	港版iphone6	2426	3
2720	死飞 五道口	7987	3
2721	买死飞注意事项	21323	2
2722	港版国行iphone6 价格	6267	3
2723	国际航班 手提液体	23462	2
2724	清华 死飞专卖	11642	3
2725	国际航班托运行李体积重量限制	4232	3
2726	港版iphone6能否支持国内的通信	19934	3
2727	谷歌眼镜 使用方法	4970	3
2728	死飞 清华	3122	3
2729	国际航班 手提行李 液体 规定	12851	4
2730	辽宁号与其他航母比较	11701	4
2731	辽宁号 比较	9543	3
2732	破冰游戏 员工培训	5522	4
2733	戒烟措施	15490	4
2734	清华西门卖死飞	21259	2
2735	港iphone6  国内运营商	18269	4
2736	陈明游泳馆	15811	3
2737	 买死飞注意事项	25721	2
2738	清华大学游泳馆 具体地址	25205	4
2739	iphone6关税	15647	2
2740	购买港版iphone6	19877	4
2741	死飞 清华	3117	3
2742	清华附近自行车店	10010	3
2743	买死飞要注意什么	22137	3
2744	香港 iphone6  价格  	18223	3
2745	清华大学游泳馆信息	21875	2
2746	辽宁号优劣	24790	2
2747	死飞  注意事项	22860	3
2748	辽宁号 优	3369	3
2749	港版iphone6 在哪买	6171	2
2750	谷歌眼镜的使用方式	4789	4
2751	故宫周边交通	13930	1
2752	手提行李液体 国际航班	2658	2
2753	行李限制 中美航班	15710	4
2754	死飞自行车 北京 购买渠道	22690	3
2755	国际航班 手提 托运 体积 重量 限制	20585	4
2756	辽宁号与其他航母相比 优势和劣势	20881	2
2757	港版iphone6价格	10689	3
2758	戒烟 方法	14867	3
2759	国际航班行李限制统一规定	13609	3
2760	港版iphone6 关税	5875	3
2761	 清华大学  死飞专卖店	17882	1
2762	北京周边 度假旅行 一周	15136	3
2763	辽宁号 战略意义	7402	3
2764	辽宁号  历史	17484	3
2765	北京周边 旅行 五一	5398	0
2766	内地iphone6售价	24635	4
2767	香港购买iphone 关税	14422	3
2768	清华大学游泳馆 所在地	12404	2
2769	谷歌眼镜 使用方法	4963	4
2770	北京5月 度假 攻略	6864	3
2771	辽宁号与其他国家航母对比	26342	4
2772	清华大学游泳馆	1641	1
2773	美国 手提行李限制	8445	4
2774	辽宁号基本信（排水量，舰长）	13035	2
2775	google眼镜 使用方式	22985	2
2776	清华 附近  死飞	10041	3
2777	谷歌眼镜 价格	11017	3
2778	辽宁号  	17508	2
2779	清华大学游泳馆 具体地址	25197	2
2780	5月北京周边旅游	11429	2
2781	戒烟的益处	13532	3
2782	破冰游戏 新员工培训	14183	4
2783	清华大学游泳馆 地点	21142	3
2784	清华大学游泳馆地址	10229	1
2785	香港 超过多少钱需要交关税	25426	4
2786	港版 大陆iphone6 价格	20383	3
2787	购买港版iphone6是否缴纳关税	24669	3
2788	死飞自行车 海淀	5591	2
2789	北京旅行	2721	3
2790	辽宁号优劣	24799	2
2791	破冰游戏 自我介绍	11147	1
2792	北京度假旅行  一周旅行团	18373	2
2793	留美 手提行李 液体	9682	3
2794	北京一周旅行攻略	15734	4
2795	辽宁号的基本信息	21378	4
2796	国际航班行李限制	13591	4
2797	清华大学游泳馆开放时间	7475	0
2798	破冰游戏  十人	7456	4
2799	破冰游戏 互相介绍  公司	17144	1
2800	新员工培训大约十人的破冰游戏	21853	1
2801	北京周边地方七日游	4651	2
2802	死飞自行车 清华附近	2485	0
2803	破冰游戏 大约十人参与	3526	4
2804	清华大学游泳馆时间	3451	4
2805	手提行李 中国美国	15680	3
2806	死飞自行车 清华附近	2479	3
2807	清华大学游泳馆	1632	2
2808	辽宁号与其他国家航母的对比	22455	4
2809	辽宁号航母 优劣	14944	2
2810	辽宁号优劣势	1215	0
2811	iphone6 大陆 港版	3273	3
2812	航母 战略作用	5961	4
2813	员工 破冰游戏	15596	0
2814	戒烟 副作用	8339	3
2815	辽宁号与其他航母比较	11699	2
2816	戒烟本身的副作用	12285	4
2817	港版iphone6	2431	3
2818	国际航班手提行李可携带液体数	13633	3
2819	北京度假旅行  一周旅行团	18393	3
2820	清华大学游泳馆 西湖游泳馆	16864	2
2821	死飞自行车 购买 注意事项	15462	2
2822	清华大学游泳馆 游泳卡价格	19942	0
2823	死飞 清华大学 购买	11954	2
2824	香港购买iphone 关税	14421	3
2825	港版iphone6	1115	2
2826	香港购买iphone6 关税	1147	3
2827	清华大学游泳馆 校内具体位置	3811	2
2828	购买港版iphone6	19881	4
2829	北京周边五日以上度假旅行	2298	2
2830	港版iphone6	1120	3
2831	港版iphone6需要关税吗	22315	3
2832	托运行李限制 国际航班	19339	3
2833	辽宁号 基本信息	3317	3
2834	死飞公园  注意事项	16010	2
2835	死飞  注意事项	22848	3
2836	 清华大学  购买死飞	17826	3
2837	死飞 注意事项	3209	3
2838	辽宁号 与其他国家航母比较	9566	3
2839	清华大学游泳馆 西湖游泳馆	16868	2
2840	谷歌眼镜 价格 2014	4939	4
2841	辽宁号基本信息	1195	4
2842	美国 托运行李限制	8472	3
2843	辽宁号与美国航母对比	26325	2
2844	破冰游戏 员工 十人	7426	4
2845	清华 游泳卡	7774	3
2846	国际航班 手提 不能托运	7315	4
2847	谷歌眼镜的功能	4768	4
2848	托运行李限制	2075	4
2849	清华 游泳卡	7796	2
2850	戒烟副作用	2608	2
2851	破冰游戏 十人	23619	4
2852	死飞自行车	83	4
2853	国行iphone6  价格	8406	3
2854	港版iphone6 关税	5887	2
2855	北京 死飞	11585	2
2856	死飞自行车 清华大学	5576	2
2857	购买死飞自行车 清华大学	3848	4
2858	辽宁号历史	13143	2
2859	北京度假旅行  一周旅行团	18382	2
2860	谷歌眼镜 使用方式	8566	3
2861	买死飞注意事项	21324	4
2862	谷歌眼镜	1484	2
2863	港版iphone6 入关关税	6227	2
2864	iphone6国行 价格	16742	3
2865	辽宁号航母 基本信息	5897	4
2866	美国 手提行李限制	8447	3
2867	员工破冰游戏	10259	4
2868	死飞 清华大学	8009	4
2869	托运行李限制	2077	3
2870	死飞自行车  购买 注意	5641	3
2871	大约十人的破冰游戏	21833	4
2872	北京度假旅行  一周旅行团	18406	3
2873	陈明游泳馆	15814	4
2874	国际航班 行李物品要求	7136	3
2875	谷歌眼镜	1497	2
2876	破冰游戏 新员工培训	14187	2
2877	北京周边旅游推荐	6723	3
2878	北京周边旅游	11472	3
2879	谷歌眼镜售价	9154	1
2880	戒烟	204	4
2881	戒烟 好处	8285	4
2882	北京周边五日以上度假旅行	2301	3
2883	清华大学游泳馆 地址	15238	3
2884	北京周边旅游7天	19443	2
2885	死飞  注意事项	22855	3
2886	手提行李限制	101	3
2887	港版iphone6  价格	8377	1
2888	国际航班哪些物品必须手提	4290	3
2889	谷歌眼镜 价格 2014	4936	3
2890	破冰游戏 自我介绍	11149	4
2891	死飞自行车清华附近	24979	2
2892	北京周边旅游 多日游	18773	2
2893	破冰游戏 10人	8213	4
2894	清华大学游泳馆 具体地址	25196	2
2895	北京周边度假旅行 一周	12433	3
2896	航母能发挥的战略作用	24429	3
2897	清华大学游泳馆地址	10225	2
2898	北京 京西草原	5427	2
2899	破冰游戏  十人	7449	4
2900	吸烟 危害	17678	3
2901	港版iphone6 关税	5876	3
